layer,avg_U_similarity_ft,avg_V_similarity_ft,min_U_similarity_ft,max_U_similarity_ft,spectral_intruder_count_ft,layer_id,module,drift_U_ft,drift_V_ft,spectral_drift_ft,model_ft,avg_U_similarity_lora,avg_V_similarity_lora,min_U_similarity_lora,max_U_similarity_lora,spectral_intruder_count_lora,drift_U_lora,drift_V_lora,spectral_drift_lora,model_lora,delta_ft_lora
model.layers.0.self_attn.q_proj.weight,0.9999920338392256,0.9999921590089798,0.9999522566795348,0.9999999403953552,0,0,q_proj,7.966160774364184e-06,7.840991020247046e-06,1.580715179461123e-05,finetuned,1.0000000447034836,1.0000001221895218,0.9999998807907104,1.000000238418579,0,-4.470348358154297e-08,-1.221895218339597e-07,-1.6689300541550267e-07,lora,1.5974044800026732e-05
model.layers.0.self_attn.k_proj.weight,0.9999904721975328,0.999990138411522,0.9999643564224244,1.0000001192092896,0,0,k_proj,9.527802467212965e-06,9.86158847804397e-06,1.9389390945256935e-05,finetuned,1.000000032782555,1.0000000715255737,0.9999998807907104,1.0000001192092896,0,-3.278255489291837e-08,-7.152557368605983e-08,-1.043081285789782e-07,lora,1.9493699073835913e-05
model.layers.0.self_attn.v_proj.weight,0.2019388616085052,0.2019357144832611,-0.9993265867233276,0.9999046921730042,8,0,v_proj,0.7980611383914948,0.7980642855167389,9.596125423908234,finetuned,1.000000050663948,1.000000062584877,0.9999998807907104,1.000000238418579,0,-5.066394792585527e-08,-6.258487705856908e-08,-1.1324882498442435e-07,lora,9.596125537157059
model.layers.0.self_attn.o_proj.weight,0.9999322384595872,0.9999337643384932,0.9998050928115844,0.9999967217445374,0,0,o_proj,6.77615404127696e-05,6.623566150676385e-05,0.00013399720191953346,finetuned,1.0000000655651091,1.0000001341104507,0.9999999403953552,1.000000238418579,0,-6.556510911970292e-08,-1.341104507446289e-07,-1.9967555986433183e-07,lora,0.0001341968774793978
model.layers.0.mlp.gate_proj.weight,0.9999730169773102,0.9999809443950654,0.9999200105667114,0.9999936819076538,0,0,gate_proj,2.6983022689774927e-05,1.9055604934647974e-05,4.60386276244229e-05,finetuned,1.0000000596046448,0.9999999821186064,0.9999999403953552,1.000000238418579,0,-5.960464477539063e-08,1.788139358804841e-08,-4.1723251187342214e-08,lora,4.608035087561024e-05
model.layers.0.mlp.up_proj.weight,0.999268215894699,0.9992800176143646,0.997852861881256,0.9999632835388184,0,0,up_proj,0.0007317841053009477,0.0007199823856354204,0.0014517664909363681,finetuned,1.0000000953674315,1.000000125169754,0.9999998211860656,1.0000003576278689,0,-9.536743150739824e-08,-1.2516975389509355e-07,-2.2053718540249179e-07,lora,0.0014519870281217706
model.layers.0.mlp.down_proj.weight,0.8993934601545334,0.899390822649002,-0.9927653670310974,0.9999876618385316,1,0,down_proj,0.10060653984546664,0.10060917735099795,1.2012157171964646,finetuned,1.0000000029802325,1.000000062584877,0.9999997615814208,1.0000001192092896,0,-2.980232505223057e-09,-6.258487705856908e-08,-6.556510956379213e-08,lora,1.2012157827615741
model.layers.1.self_attn.q_proj.weight,0.999975648522377,0.999977880716324,0.9999489784240724,0.9999969005584716,0,1,q_proj,2.435147762303025e-05,2.2119283676014234e-05,4.647076129904448e-05,finetuned,1.0000000447034836,1.000000035762787,0.9999998807907104,1.000000238418579,0,-4.470348358154297e-08,-3.576278695405222e-08,-8.046627053559519e-08,lora,4.655122756958008e-05
model.layers.1.self_attn.k_proj.weight,0.2000656545162201,0.2000652492046356,-0.9999347925186156,0.9999983906745912,8,1,k_proj,0.79993434548378,0.7999347507953645,9.599869096279145,finetuned,1.000000011920929,1.0000000447034836,0.9999998807907104,1.0000001192092896,0,-1.1920928910669204e-08,-4.470348358154297e-08,-5.662441249221217e-08,lora,9.599869152903556
model.layers.1.self_attn.v_proj.weight,-0.2949617981910705,-0.2949405342340469,-0.9979218244552612,0.998684287071228,13,1,v_proj,1.2949617981910704,1.294940534234047,15.589902332425117,finetuned,1.000000062584877,1.0000000655651091,0.9999998807907104,1.000000238418579,0,-6.258487705856908e-08,-6.556510911970292e-08,-1.28149986178272e-07,lora,15.589902460575104
model.layers.1.self_attn.o_proj.weight,0.999601337313652,0.9996078461408616,0.9988412857055664,0.9999897480010986,0,1,o_proj,0.00039866268634802804,0.00039215385913837775,0.0007908165454864058,finetuned,1.0000000655651091,1.0000000983476638,0.9999998807907104,1.000000238418579,0,-6.556510911970292e-08,-9.834766379057669e-08,-1.6391277291027961e-07,lora,0.0007909804582593161
model.layers.1.mlp.gate_proj.weight,0.9999189794063568,0.9999283432960512,0.9998492002487184,0.9999887347221376,0,1,gate_proj,8.102059364323289e-05,7.165670394881918e-05,0.00015267729759205206,finetuned,1.0000001341104507,1.0000002533197403,0.9999998807907104,1.0000003576278689,0,-1.341104507446289e-07,-2.5331974029541016e-07,-3.8743019104003906e-07,lora,0.0001530647277830921
model.layers.1.mlp.up_proj.weight,0.1990570098161697,0.1990633696317672,-0.9997896552085876,0.9999496936798096,8,1,up_proj,0.8009429901838303,0.8009366303682328,9.601879620552063,finetuned,1.0000000894069672,1.0000001579523086,0.9999998211860656,1.0000003576278689,0,-8.940696716308594e-08,-1.5795230856596731e-07,-2.4735927572905325e-07,lora,9.60187986791134
model.layers.1.mlp.down_proj.weight,0.9997884213924408,0.9997733205556868,0.999157726764679,0.99999338388443,0,1,down_proj,0.0002115786075591597,0.00022667944431320475,0.00043825805187236444,finetuned,1.00000002682209,1.0000004410743712,0.9999998807907104,1.0000003576278689,0,-2.682209010451686e-08,-4.410743712490728e-07,-4.6789646135358964e-07,lora,0.00043872594833371803
model.layers.2.self_attn.q_proj.weight,0.999871066212654,0.9998732656240464,0.9992070198059082,0.9999895095825196,0,2,q_proj,0.00012893378734601946,0.0001267343759535633,0.00025566816329958275,finetuned,1.000000074505806,1.0000001311302185,0.9999998807907104,1.000000238418579,0,-7.450580596923828e-08,-1.3113021846145045e-07,-2.0563602443068874e-07,lora,0.00025587379932401344
model.layers.2.self_attn.k_proj.weight,0.99989912211895,0.999896889925003,0.9998224973678588,0.9999948143959044,0,2,k_proj,0.00010087788104995443,0.00010311007499697045,0.00020398795604692488,finetuned,1.000000047683716,1.0000001579523086,0.9999998807907104,1.000000238418579,0,-4.7683716086766026e-08,-1.5795230856596731e-07,-2.0563602465273334e-07,lora,0.0002041935920715776
model.layers.2.self_attn.v_proj.weight,0.7975708574056626,0.7975485354661942,-0.9984036087989808,0.9995813965797424,2,2,v_proj,0.20242914259433742,0.2024514645338058,2.404880607128143,finetuned,1.000000047683716,0.9999999821186064,0.9999998807907104,1.000000238418579,0,-4.7683716086766026e-08,1.788139358804841e-08,-2.9802322498717615e-08,lora,2.4048806369304656
model.layers.2.self_attn.o_proj.weight,0.9997400760650634,0.9997407466173172,0.9984568357467652,0.999996781349182,0,2,o_proj,0.00025992393493656785,0.0002592533826828447,0.0005191773176194125,finetuned,1.0000000149011612,0.9999999314546584,0.9999998807907104,1.000000238418579,0,-1.4901161193847656e-08,6.854534162492598e-08,5.3644180431078325e-08,lora,0.0005191236734389815
model.layers.2.mlp.gate_proj.weight,0.8999251067638397,0.8999355912208558,-0.9999525547027588,0.9999916553497314,1,2,gate_proj,0.10007489323616026,0.10006440877914424,1.2001393020153044,finetuned,1.0000001072883606,1.0000000596046448,0.9999998807907104,1.0000003576278689,0,-1.0728836064011205e-07,-5.960464477539063e-08,-1.6689300541550267e-07,lora,1.2001394689083098
model.layers.2.mlp.up_proj.weight,0.9975714772939682,0.9975912183523178,0.9906299114227296,0.9999984502792358,0,2,up_proj,0.002428522706031777,0.002408781647682212,0.004837304353713989,finetuned,1.0000001043081284,1.0000001341104507,0.999999701976776,1.0000007152557373,0,-1.043081283569336e-07,-1.341104507446289e-07,-2.384185791015625e-07,lora,0.004837542772293091
model.layers.2.mlp.down_proj.weight,0.7999399811029434,0.7999264091253281,-0.9999707341194152,0.999996781349182,2,2,down_proj,0.2000600188970566,0.2000735908746719,2.4001336097717285,finetuned,1.000000035762787,1.0000001281499862,0.9999998807907104,1.0000001192092896,0,-3.576278695405222e-08,-1.28149986178272e-07,-1.6391277313232422e-07,lora,2.4001337736845016
model.layers.3.self_attn.q_proj.weight,0.999804988503456,0.999808007478714,0.9988316297531128,0.9999955296516418,0,3,q_proj,0.0001950114965439953,0.00019199252128598854,0.00038700401782998384,finetuned,1.0000000685453414,1.0000001728534698,0.9999998807907104,1.000000238418579,0,-6.854534140288138e-08,-1.7285346975981497e-07,-2.4139881116269635e-07,lora,0.00038724541664114653
model.layers.3.self_attn.k_proj.weight,0.9977010011672972,0.9976944863796234,0.9788752794265748,0.9999868869781494,0,3,k_proj,0.002298998832702792,0.0023055136203765647,0.004604512453079357,finetuned,1.000000062584877,1.0000001281499862,0.9999998211860656,1.000000238418579,0,-6.258487705856908e-08,-1.28149986178272e-07,-1.9073486323684108e-07,lora,0.004604703187942594
model.layers.3.self_attn.v_proj.weight,0.7969948351383209,0.7969963669776916,-0.999357283115387,0.99989515542984,2,3,v_proj,0.20300516486167908,0.2030036330223084,2.4060087978839872,finetuned,1.000000035762787,1.0000000238418578,0.9999997615814208,1.000000238418579,0,-3.576278695405222e-08,-2.3841857821338408e-08,-5.960464477539063e-08,lora,2.406008857488632
model.layers.3.self_attn.o_proj.weight,0.999907010793686,0.9999101400375366,0.9996013045310974,0.9999887347221376,0,3,o_proj,9.298920631395369e-05,8.98599624633567e-05,0.0001828491687773104,finetuned,1.0000000238418578,1.000000035762787,0.9999998807907104,1.000000238418579,0,-2.3841857821338408e-08,-3.576278695405222e-08,-5.960464477539063e-08,lora,0.00018290877342208578
model.layers.3.mlp.gate_proj.weight,0.9998786479234696,0.999891284108162,0.9997076988220216,0.999987781047821,0,3,gate_proj,0.00012135207653041213,0.00010871589183802932,0.00023006796836844146,finetuned,1.000000035762787,1.0000001579523086,0.9999997615814208,1.0000003576278689,0,-3.576278695405222e-08,-1.5795230856596731e-07,-1.9371509552001953e-07,lora,0.00023026168346396148
model.layers.3.mlp.up_proj.weight,0.9970747619867324,0.9970910102128984,0.9883716106414796,0.999954342842102,0,3,up_proj,0.002925238013267606,0.0029089897871016346,0.0058342278003692405,finetuned,1.000000035762787,1.000000074505806,0.9999997615814208,1.0000004768371582,0,-3.576278695405222e-08,-7.450580596923828e-08,-1.102685929232905e-07,lora,0.005834338068962164
model.layers.3.mlp.down_proj.weight,0.9998649507761002,0.999850669503212,0.9992448687553406,0.9999947547912598,0,3,down_proj,0.0001350492238998413,0.0001493304967880027,0.000284379720687844,finetuned,1.000000038743019,1.0000003933906556,0.9999997615814208,1.000000238418579,0,-3.8743019015186064e-08,-3.9339065560639597e-07,-4.3213367462158203e-07,lora,0.0002848118543624656
model.layers.4.self_attn.q_proj.weight,0.9999158173799516,0.9999165177345276,0.9997286796569824,0.9999923706054688,0,4,q_proj,8.418262004838972e-05,8.34822654723899e-05,0.00016766488552077963,finetuned,1.0000000417232513,1.000000032782555,0.9999998211860656,1.000000238418579,0,-4.1723251298364517e-08,-3.278255489291837e-08,-7.450580619128289e-08,lora,0.0001677393913269709
model.layers.4.self_attn.k_proj.weight,0.9994765907526016,0.9994733959436416,0.996018409729004,0.9999945163726808,0,4,k_proj,0.0005234092473983543,0.000526604056358404,0.0010500133037567583,finetuned,1.0000000536441802,1.0000000804662703,0.9999998807907104,1.0000001192092896,0,-5.364418020903372e-08,-8.046627031355058e-08,-1.341104505225843e-07,lora,0.0010501474142072809
model.layers.4.self_attn.v_proj.weight,0.995146718621254,0.9951162934303284,0.9861403107643129,0.9999379515647888,0,4,v_proj,0.004853281378745966,0.004883706569671631,0.009736987948417597,finetuned,1.000000032782555,0.9999999403953552,0.9999998807907104,1.000000238418579,0,-3.278255489291837e-08,5.960464477539063e-08,2.6822089882472255e-08,lora,0.009736961126327714
model.layers.4.self_attn.o_proj.weight,0.999109423160553,0.9991095960140228,0.9935867190361024,0.9999920129776,0,4,o_proj,0.0008905768394470437,0.0008904039859771729,0.0017809808254242165,finetuned,1.0000000566244125,1.0000001311302185,0.9999999403953552,1.000000238418579,0,-5.662441249221217e-08,-1.3113021846145045e-07,-1.8775463095366263e-07,lora,0.0017811685800551702
model.layers.4.mlp.gate_proj.weight,0.9994885742664336,0.9994987159967422,0.9951778054237366,0.9999893307685852,0,4,gate_proj,0.0005114257335664396,0.0005012840032577737,0.0010127097368242133,finetuned,1.000000074505806,1.0000000208616258,0.9999998807907104,1.000000238418579,0,-7.450580596923828e-08,-2.086162576020456e-08,-9.536743172944284e-08,lora,0.0010128051042559427
model.layers.4.mlp.up_proj.weight,0.6949130147695541,0.6949259907007217,-0.9999251961708068,0.9999794960021972,3,4,up_proj,0.30508698523044586,0.3050740092992783,3.610160994529724,finetuned,1.0000000298023224,1.000000202655792,0.9999995827674866,1.000000238418579,0,-2.9802322387695312e-08,-2.0265579192546568e-07,-2.32458114313161e-07,lora,3.610161226987838
model.layers.4.mlp.down_proj.weight,0.9997644573450089,0.999751842021942,0.9988325834274292,0.999997615814209,0,4,down_proj,0.0002355426549911499,0.00024815797805799455,0.00048370063304914446,finetuned,1.0000000923871994,1.000000110268593,0.9999998807907104,1.0000003576278689,0,-9.238719944626439e-08,-1.102685929232905e-07,-2.026557923695549e-07,lora,0.000483903288841514
model.layers.5.self_attn.q_proj.weight,0.9999072909355164,0.9999088525772096,0.9997233748435974,0.9999910593032836,0,5,q_proj,9.270906448355376e-05,9.114742279037191e-05,0.00018385648727392567,finetuned,1.0000000447034836,1.0000001430511474,0.9999998807907104,1.000000238418579,0,-4.470348358154297e-08,-1.4305114737211966e-07,-1.8775463095366263e-07,lora,0.00018404424190487934
model.layers.5.self_attn.k_proj.weight,0.999836939573288,0.9998330652713776,0.9992495775222778,0.9999910593032836,0,5,k_proj,0.00016306042671199172,0.00016693472862239211,0.00032999515533438384,finetuned,1.000000038743019,1.0000001937150955,0.9999999403953552,1.000000238418579,0,-3.8743019015186064e-08,-1.9371509552001953e-07,-2.324581145352056e-07,lora,0.00033022761344891904
model.layers.5.self_attn.v_proj.weight,0.7979447066783905,0.797929534316063,-0.9973263740539552,0.9992581605911256,2,5,v_proj,0.20205529332160954,0.20207046568393705,2.4041257590055465,finetuned,1.0000000417232513,1.0000000774860385,0.9999998807907104,1.000000238418579,0,-4.1723251298364517e-08,-7.748603847446134e-08,-1.1920928977282585e-07,lora,2.4041258782148365
model.layers.5.self_attn.o_proj.weight,0.5979374647140503,0.5979366064071655,-0.9999487400054932,0.9999921321868896,4,5,o_proj,0.4020625352859497,0.4020633935928345,4.8041259288787845,finetuned,1.0000001281499862,0.999999952316284,0.9999999403953552,1.0000003576278689,0,-1.28149986178272e-07,4.7683715975743723e-08,-8.046627020252828e-08,lora,4.804126009345055
model.layers.5.mlp.gate_proj.weight,0.9999300003051758,0.999937391281128,0.9996777772903442,0.9999917149543762,0,5,gate_proj,6.999969482424095e-05,6.26087188719815e-05,0.00013260841369622245,finetuned,1.0000000208616258,1.0000000774860385,0.9999996423721312,1.0000003576278689,0,-2.086162576020456e-08,-7.748603847446134e-08,-9.83476642346659e-08,lora,0.00013270676136045712
model.layers.5.mlp.up_proj.weight,0.9983654737472534,0.9983849614858628,0.993173360824585,0.9999250769615172,0,5,up_proj,0.0016345262527466264,0.0016150385141372459,0.0032495647668838723,finetuned,1.00000002682209,0.9999997854232788,0.9999997615814208,1.000000238418579,0,-2.682209010451686e-08,2.145767211692018e-07,1.8775463106468493e-07,lora,0.0032493770122528076
model.layers.5.mlp.down_proj.weight,0.9997402757406236,0.99972642660141,0.998823583126068,0.9999968409538268,0,5,down_proj,0.00025972425937637045,0.0002735733985900213,0.0005332976579663917,finetuned,1.0000000774860385,1.0000005900859832,0.9999998807907104,1.000000238418579,0,-7.748603847446134e-08,-5.900859831875493e-07,-6.675720216620107e-07,lora,0.0005339652299880537
model.layers.6.self_attn.q_proj.weight,0.9995879590511322,0.9995917588472366,0.9972721934318542,0.9999889135360718,0,6,q_proj,0.00041204094886782006,0.0004082411527633889,0.000820282101631209,finetuned,1.000000074505806,1.00000019967556,0.9999999403953552,1.000000238418579,0,-7.450580596923828e-08,-1.9967556008637644e-07,-2.741813660556147e-07,lora,0.0008205562829972646
model.layers.6.self_attn.k_proj.weight,0.99932359457016,0.9993207424879074,0.9954630136489868,0.9999906420707704,0,6,k_proj,0.0006764054298400435,0.0006792575120926347,0.0013556629419326782,finetuned,1.000000062584877,1.00000019967556,0.9999998807907104,1.000000238418579,0,-6.258487705856908e-08,-1.9967556008637644e-07,-2.622604371449455e-07,lora,0.0013559252023698232
model.layers.6.self_attn.v_proj.weight,0.7974040269851684,0.7973935276269912,-0.9988877773284912,0.9998979568481444,2,6,v_proj,0.20259597301483157,0.20260647237300877,2.4052024453878404,finetuned,1.00000002682209,1.000000113248825,0.9999998807907104,1.000000238418579,0,-2.682209010451686e-08,-1.1324882498442435e-07,-1.400709150889412e-07,lora,2.4052025854587553
model.layers.6.self_attn.o_proj.weight,0.9999459564685822,0.9999435126781464,0.9998226761817932,0.999995231628418,0,6,o_proj,5.404353141780227e-05,5.6487321853593286e-05,0.00011053085327139556,finetuned,1.0000000208616258,1.0000000536441802,0.9999998807907104,1.0000003576278689,0,-2.086162576020456e-08,-5.364418020903372e-08,-7.450580596923828e-08,lora,0.0001106053590773648
model.layers.6.mlp.gate_proj.weight,0.9998995840549468,0.9999121218919754,0.9996698498725892,0.9999870657920836,0,6,gate_proj,0.0001004159450531672,8.787810802457496e-05,0.00018829405307774216,finetuned,1.0000000536441802,0.9999998837709428,0.9999997615814208,1.0000003576278689,0,-5.364418020903372e-08,1.162290571565805e-07,6.258487694754677e-08,lora,0.00018823146820079462
model.layers.6.mlp.up_proj.weight,0.997960439324379,0.997975817322731,0.9902123212814332,0.9999645948410034,0,6,up_proj,0.002039560675621055,0.002024182677269004,0.004063743352890059,finetuned,1.000000047683716,0.9999999940395355,0.9999998807907104,1.000000238418579,0,-4.7683716086766026e-08,5.960464455334602e-09,-4.1723251631431424e-08,lora,0.0040637850761416905
model.layers.6.mlp.down_proj.weight,0.9995877474546432,0.9995711386203766,0.9985257387161256,0.9999961853027344,0,6,down_proj,0.0004122525453568171,0.0004288613796233909,0.000841113924980208,finetuned,1.0000000447034836,1.0000001788139343,0.9999998807907104,1.000000238418579,0,-4.470348358154297e-08,-1.7881393432617188e-07,-2.2351741790771484e-07,lora,0.0008413374423981157
model.layers.7.self_attn.q_proj.weight,0.8999283581972122,0.8999302804470062,-0.9995035529136658,0.9999943971633912,1,7,q_proj,0.10007164180278783,0.10006971955299382,1.2001413613557816,finetuned,1.0000000447034836,1.0000001639127731,0.9999998211860656,1.000000238418579,0,-4.470348358154297e-08,-1.6391277313232422e-07,-2.086162567138672e-07,lora,1.2001415699720384
model.layers.7.self_attn.k_proj.weight,0.9995763599872588,0.9995748311281204,0.9983192086219788,0.999981164932251,0,7,k_proj,0.0004236400127411999,0.00042516887187959984,0.0008488088846207997,finetuned,1.0000000447034836,1.000000074505806,0.9999998807907104,1.0000001192092896,0,-4.470348358154297e-08,-7.450580596923828e-08,-1.1920928955078125e-07,lora,0.0008489280939103505
model.layers.7.self_attn.v_proj.weight,0.797128427028656,0.7971128314733505,-0.9968113899230956,0.9996747970581056,3,7,v_proj,0.20287157297134395,0.20288716852664945,3.4057587414979933,finetuned,1.0000000298023224,1.000000175833702,0.9999999403953552,1.0000001192092896,0,-2.9802322387695312e-08,-1.7583370204299342e-07,-2.0563602443068874e-07,lora,3.405758947134018
model.layers.7.self_attn.o_proj.weight,0.7995527654886245,0.7995488315820694,-0.9998376965522766,0.9999892115592957,2,7,o_proj,0.20044723451137547,0.20045116841793065,2.400898402929306,finetuned,1.0000000566244125,1.000000074505806,0.9999998807907104,1.0000003576278689,0,-5.662441249221217e-08,-7.450580596923828e-08,-1.3113021846145045e-07,lora,2.4008985340595244
model.layers.7.mlp.gate_proj.weight,0.9998888820409776,0.9999022275209428,0.9995317459106444,0.9999904036521912,0,7,gate_proj,0.00011111795902241095,9.777247905717878e-05,0.00020889043807958974,finetuned,1.000000062584877,1.0000001609325408,0.9999997615814208,1.000000238418579,0,-6.258487705856908e-08,-1.6093254084914577e-07,-2.2351741790771484e-07,lora,0.00020911395549749745
model.layers.7.mlp.up_proj.weight,0.8986894220113755,0.8987053841352463,-0.9996234178543092,0.9999757409095764,1,7,up_proj,0.10131057798862453,0.10129461586475375,1.2026051938533784,finetuned,1.0000000059604646,1.0000000804662703,0.999999701976776,1.000000238418579,0,-5.9604645663569045e-09,-8.046627031355058e-08,-8.642673487990749e-08,lora,1.2026052802801133
