layer,avg_U_similarity_ft,avg_V_similarity_ft,min_U_similarity_ft,max_U_similarity_ft,spectral_intruder_count_ft,layer_id,module,drift_U_ft,drift_V_ft,spectral_drift_ft,model_ft,avg_U_similarity_lora,avg_V_similarity_lora,min_U_similarity_lora,max_U_similarity_lora,spectral_intruder_count_lora,drift_U_lora,drift_V_lora,spectral_drift_lora,model_lora,delta_ft_lora
model.layers.15.mlp.down_proj.weight,0.9998646020889282,0.999852842092514,0.9993091821670532,0.9999955892562866,0,15,down_proj,0.00013539791107175514,0.00014715790748598412,0.00028255581855773926,finetuned,1.0000000566244125,1.0000006049871444,0.9999998807907104,1.000000238418579,0,-5.662441249221217e-08,-6.04987144381397e-07,-6.616115568736092e-07,lora,0.00028321743011461287
model.layers.16.self_attn.q_proj.weight,0.999835067987442,0.9998356997966766,0.999264121055603,0.9999972581863404,0,16,q_proj,0.0001649320125579612,0.00016430020332336426,0.00032923221588132545,finetuned,1.000000050663948,1.0000000059604646,0.9999997615814208,1.000000238418579,0,-5.066394792585527e-08,-5.9604645663569045e-09,-5.662441249221217e-08,lora,0.00032928884029381766
model.layers.16.self_attn.k_proj.weight,-0.3999772369861603,-0.3999739497900009,-0.9999923706054688,0.9999972581863404,14,16,k_proj,1.3999772369861603,1.399973949790001,16.799951186776163,finetuned,1.0000000596046448,1.000000062584877,0.9999999403953552,1.000000238418579,0,-5.960464477539063e-08,-6.258487705856908e-08,-1.221895218339597e-07,lora,16.799951308965685
model.layers.16.self_attn.v_proj.weight,0.9988315254449844,0.9988141149282456,0.9949679374694824,0.99996155500412,0,16,v_proj,0.001168474555015564,0.0011858850717544334,0.0023543596267699973,finetuned,1.000000035762787,1.0000001162290573,0.9999998807907104,1.000000238418579,0,-3.576278695405222e-08,-1.162290572676028e-07,-1.5199184422165501e-07,lora,0.002354511618614219
model.layers.16.self_attn.o_proj.weight,0.8998239219188691,0.8998242557048798,-0.9996150732040404,0.999979853630066,1,16,o_proj,0.10017607808113094,0.10017574429512022,1.200351822376251,finetuned,1.000000038743019,1.0000000447034836,0.9999997615814208,1.0000003576278689,0,-3.8743019015186064e-08,-4.470348358154297e-08,-8.344650259672903e-08,lora,1.2003519058227536
model.layers.16.mlp.gate_proj.weight,0.6997839003801346,0.6997920036315918,-0.99998676776886,0.9999914765357972,3,16,gate_proj,0.3002160996198654,0.3002079963684082,3.6004240959882736,finetuned,1.000000074505806,1.0000000596046448,0.9999997615814208,1.000000238418579,0,-7.450580596923828e-08,-5.960464477539063e-08,-1.341104507446289e-07,lora,3.6004242300987244
model.layers.16.mlp.up_proj.weight,0.8995912700891495,0.8996043682098389,-0.999710202217102,0.9999866485595704,1,16,up_proj,0.10040872991085048,0.10039563179016109,1.2008043617010116,finetuned,1.0000001072883606,0.9999999314546584,0.9999998807907104,1.0000003576278689,0,-1.0728836064011205e-07,6.854534162492598e-08,-3.8743019015186064e-08,lora,1.2008044004440306
model.layers.16.mlp.down_proj.weight,0.9973373860120772,0.9973275005817414,0.9853396415710448,0.9999926686286926,0,16,down_proj,0.0026626139879227795,0.002672499418258645,0.005335113406181424,finetuned,1.0000000834465026,0.9999998450279236,1.0,1.000000238418579,0,-8.344650259672903e-08,1.5497207639381116e-07,7.152557379708213e-08,lora,0.005335041880607627
model.layers.17.self_attn.q_proj.weight,0.999927455186844,0.99992698431015,0.999670386314392,0.9999985694885254,0,17,q_proj,7.25448131559947e-05,7.301568984996454e-05,0.00014556050300595924,finetuned,1.000000035762787,1.000000184774399,0.9999998807907104,1.000000238418579,0,-3.576278695405222e-08,-1.8477439889252878e-07,-2.20537185846581e-07,lora,0.00014578104019180582
model.layers.17.self_attn.k_proj.weight,0.999925509095192,0.999920842051506,0.999760091304779,0.9999986886978148,0,17,k_proj,7.449090480804443e-05,7.915794849400193e-05,0.00015364885330204636,finetuned,1.00000002682209,1.0000001549720765,0.9999998807907104,1.000000238418579,0,-2.682209010451686e-08,-1.5497207650483347e-07,-1.8179416660935033e-07,lora,0.0001538306474686557
model.layers.17.self_attn.v_proj.weight,0.8997789323329926,0.8997684061527252,-0.9992325901985168,0.9999887943267822,1,17,v_proj,0.10022106766700745,0.10023159384727476,1.2004526615142823,finetuned,1.0000000447034836,1.0000000447034836,0.9999998807907104,1.000000238418579,0,-4.470348358154297e-08,-4.470348358154297e-08,-8.940696716308594e-08,lora,1.2004527509212495
model.layers.17.self_attn.o_proj.weight,-0.1000408470630645,-0.1000406086444854,-0.9999443292617798,0.9999850988388062,11,17,o_proj,1.1000408470630645,1.1000406086444854,13.20008145570755,finetuned,1.0000000536441802,1.0000001072883606,0.9999998807907104,1.000000238418579,0,-5.364418020903372e-08,-1.0728836064011205e-07,-1.6093254084914577e-07,lora,13.200081616640091
model.layers.17.mlp.gate_proj.weight,0.8997966021299362,0.8998072296380997,-0.9998759031295776,0.9999890327453612,1,17,gate_proj,0.10020339787006383,0.10019277036190033,1.2003961682319642,finetuned,1.0000000447034836,0.9999999970197676,0.9999998211860656,1.0000003576278689,0,-4.470348358154297e-08,2.9802323942007547e-09,-4.1723251187342214e-08,lora,1.2003962099552155
model.layers.17.mlp.up_proj.weight,0.9992166429758071,0.9992314100265502,0.9963988661766052,0.9999785423278807,0,17,up_proj,0.0007833570241928545,0.0007685899734497514,0.001551946997642606,finetuned,1.0000000447034836,1.0000000804662703,0.9999998807907104,1.000000238418579,0,-4.470348358154297e-08,-8.046627031355058e-08,-1.2516975389509355e-07,lora,0.001552072167396501
model.layers.17.mlp.down_proj.weight,0.4996803849935531,0.4996751606464386,-0.9999885559082032,0.9999951720237732,5,17,down_proj,0.5003196150064468,0.5003248393535614,6.000644454360009,finetuned,1.000000047683716,1.00000039935112,0.9999998807907104,1.000000238418579,0,-4.7683716086766026e-08,-3.9935111995070827e-07,-4.470348360374743e-07,lora,6.000644901394844
model.layers.18.self_attn.q_proj.weight,0.9998983860015868,0.9998989343643188,0.999681830406189,0.999996781349182,0,18,q_proj,0.00010161399841324137,0.00010106563568124116,0.00020267963409448253,finetuned,1.0000000923871994,0.9999998539686203,0.9999998807907104,1.000000238418579,0,-9.238719944626439e-08,1.460313796552981e-07,5.364418020903372e-08,lora,0.0002026259899142735
model.layers.18.self_attn.k_proj.weight,0.0999440282583236,0.0999449521303176,-0.9999884366989136,0.9999943971633912,9,18,k_proj,0.9000559717416764,0.9000550478696824,10.800111019611359,finetuned,1.0000000238418578,1.0000000149011612,0.9999998211860656,1.0000001192092896,0,-2.3841857821338408e-08,-1.4901161193847656e-08,-3.8743019015186064e-08,lora,10.800111058354378
model.layers.18.self_attn.v_proj.weight,0.9985152214765548,0.9985067456960678,0.9895584583282472,0.9999855756759644,0,18,v_proj,0.001484778523445196,0.0014932543039322121,0.002978032827377408,finetuned,1.000000047683716,0.9999999672174452,0.9999998807907104,1.000000238418579,0,-4.7683716086766026e-08,3.278255478189607e-08,-1.490116130486996e-08,lora,0.002978047728538713
model.layers.18.self_attn.o_proj.weight,0.9997964203357697,0.9997949689626694,0.9991556406021118,0.9999949932098388,0,18,o_proj,0.00020357966423034668,0.00020503103733060524,0.0004086107015609519,finetuned,1.0000000417232513,1.0000000208616258,0.9999998807907104,1.000000238418579,0,-4.1723251298364517e-08,-2.086162576020456e-08,-6.258487705856908e-08,lora,0.0004086732864380105
model.layers.18.mlp.gate_proj.weight,0.9998842686414718,0.9998972386121748,0.9995881915092468,0.9999837875366212,0,18,gate_proj,0.00011573135852815941,0.00010276138782516764,0.00021849274635332705,finetuned,1.0000000804662703,1.0000001579523086,0.9999998807907104,1.0000003576278689,0,-8.046627031355058e-08,-1.5795230856596731e-07,-2.384185788795179e-07,lora,0.00021873116493220657
model.layers.18.mlp.up_proj.weight,0.9993769526481628,0.9993904829025269,0.9978983402252196,0.9999821782112122,0,18,up_proj,0.0006230473518371582,0.0006095170974731445,0.0012325644493103027,finetuned,1.0000000596046448,0.9999999850988388,0.9999997615814208,1.000000238418579,0,-5.960464477539063e-08,1.4901161193847656e-08,-4.470348358154297e-08,lora,0.0012326091527938843
model.layers.18.mlp.down_proj.weight,0.999796724319458,0.9997845083475112,0.9989275932312012,0.9999949932098388,0,18,down_proj,0.0002032756805420144,0.00021549165248879731,0.0004187673330308117,finetuned,1.0000000596046448,1.0000003397464752,0.9999998807907104,1.000000238418579,0,-5.960464477539063e-08,-3.3974647517531764e-07,-3.9935111995070827e-07,lora,0.0004191666841507624
model.layers.19.self_attn.q_proj.weight,0.8999547928571701,0.8999555677175521,-0.9995854496955872,0.9999974370002748,1,19,q_proj,0.10004520714282994,0.10004443228244786,1.2000896394252778,finetuned,1.0000000089406966,1.000000074505806,0.9999997615814208,1.000000238418579,0,-8.940696627490752e-09,-7.450580596923828e-08,-8.344650259672903e-08,lora,1.2000897228717804
model.layers.19.self_attn.k_proj.weight,0.4000024318695068,0.4000013560056686,-0.9999579191207886,0.9999933242797852,6,19,k_proj,0.5999975681304932,0.5999986439943314,7.199996212124825,finetuned,1.000000035762787,1.0000000596046448,0.9999998807907104,1.000000238418579,0,-3.576278695405222e-08,-5.960464477539063e-08,-9.536743172944284e-08,lora,7.199996307492256
model.layers.19.self_attn.v_proj.weight,-0.293419662117958,-0.293414443731308,-0.9997089505195618,0.9999902248382568,13,19,v_proj,1.293419662117958,1.293414443731308,15.586834105849267,finetuned,1.0000000447034836,1.0000001788139343,0.9999998807907104,1.000000238418579,0,-4.470348358154297e-08,-1.7881393432617188e-07,-2.2351741790771484e-07,lora,15.586834329366685
model.layers.19.self_attn.o_proj.weight,0.9996037423610687,0.99960258603096,0.9985204339027404,0.999990701675415,0,19,o_proj,0.0003962576389312522,0.000397413969040028,0.0007936716079712802,finetuned,1.000000038743019,0.9999998807907104,0.9999998211860656,1.000000238418579,0,-3.8743019015186064e-08,1.1920928955078125e-07,8.046627053559519e-08,lora,0.0007935911417007446
model.layers.19.mlp.gate_proj.weight,0.9998947352170944,0.9999079525470732,0.9997459650039672,0.9999889135360718,0,19,gate_proj,0.00010526478290562302,9.204745292679117e-05,0.0001973122358324142,finetuned,1.0000000923871994,1.000000032782555,0.9999998807907104,1.0000003576278689,0,-9.238719944626439e-08,-3.278255489291837e-08,-1.2516975433918276e-07,lora,0.00019743740558675338
model.layers.19.mlp.up_proj.weight,0.9995149105787278,0.999528107047081,0.9982215762138368,0.9999867081642152,0,19,up_proj,0.0004850894212722334,0.00047189295291905076,0.0009569823741912842,finetuned,1.0000000804662703,1.000000038743019,0.9999998807907104,1.0000003576278689,0,-8.046627031355058e-08,-3.8743019015186064e-08,-1.1920928932873665e-07,lora,0.0009571015834806129
model.layers.19.mlp.down_proj.weight,0.9993153661489488,0.9993048399686814,0.994775891304016,0.9999934434890748,0,19,down_proj,0.0006846338510512195,0.0006951600313186423,0.0013797938823698619,finetuned,1.0000000059604646,1.0000006020069123,0.9999998807907104,1.000000238418579,0,-5.9604645663569045e-09,-6.020069123202632e-07,-6.079673768866201e-07,lora,0.0013804018497467485
model.layers.20.self_attn.q_proj.weight,0.7999504446983338,0.7999495923519134,-0.9999518394470216,0.9999971985816956,2,20,q_proj,0.20004955530166624,0.20005040764808657,2.400099962949753,finetuned,1.0000000149011612,1.0000001430511474,0.9999998807907104,1.000000238418579,0,-1.4901161193847656e-08,-1.4305114737211966e-07,-1.5795230856596731e-07,lora,2.4001001209020614
model.layers.20.self_attn.k_proj.weight,0.9999534130096436,0.9999487966299055,0.9998886585235596,0.9999988675117492,0,20,k_proj,4.658699035642311e-05,5.120337009445475e-05,9.779036045087786e-05,finetuned,1.000000062584877,1.000000137090683,0.9999998807907104,1.000000238418579,0,-6.258487705856908e-08,-1.3709068302780736e-07,-1.9967556008637644e-07,lora,9.799003601096423e-05
model.layers.20.self_attn.v_proj.weight,0.7000741451978684,0.7000686645507812,-0.9994415044784546,0.9999964237213136,3,20,v_proj,0.29992585480213163,0.2999313354492188,3.5998571902513503,finetuned,1.0000000298023224,1.000000038743019,0.9999998807907104,1.0000001192092896,0,-2.9802322387695312e-08,-3.8743019015186064e-08,-6.854534140288138e-08,lora,3.5998572587966917
model.layers.20.self_attn.o_proj.weight,0.801961550116539,0.80196113884449,-0.998868763446808,0.9999824166297911,2,20,o_proj,0.19803844988346098,0.19803886115550995,2.396077311038971,finetuned,0.9999999970197676,1.0000000894069672,0.9999998211860656,1.0000001192092896,0,2.9802323942007547e-09,-8.940696716308594e-08,-8.642673476888518e-08,lora,2.3960773974657057
model.layers.20.mlp.gate_proj.weight,0.999402877688408,0.9994148403406145,0.997112512588501,0.9999905824661256,0,20,gate_proj,0.0005971223115920354,0.0005851596593855479,0.0011822819709775834,finetuned,1.0000000149011612,1.0000001579523086,0.9999997615814208,1.000000238418579,0,-1.4901161193847656e-08,-1.5795230856596731e-07,-1.7285346975981497e-07,lora,0.0011824548244473432
model.layers.20.mlp.up_proj.weight,0.9997809141874312,0.9997941464185714,0.9995256662368774,0.9999791383743286,0,20,up_proj,0.00021908581256879778,0.00020585358142855004,0.0004249393939973478,finetuned,1.0000000834465026,1.0000001579523086,0.9999998211860656,1.0000004768371582,0,-8.344650259672903e-08,-1.5795230856596731e-07,-2.4139881116269635e-07,lora,0.0004251807928085105
model.layers.20.mlp.down_proj.weight,0.9996155947446824,0.9996068477630616,0.9988282322883606,0.9999814629554749,0,20,down_proj,0.00038440525531757697,0.00039315223693836554,0.0007775574922559425,finetuned,1.0000000417232513,1.0000000596046448,0.9999998807907104,1.000000238418579,0,-4.1723251298364517e-08,-5.960464477539063e-08,-1.0132789607375514e-07,lora,0.0007776588201520163
model.layers.21.self_attn.q_proj.weight,0.8999863177537918,0.8999867051839828,-0.9999185800552368,0.9999966025352478,1,21,q_proj,0.10001368224620821,0.10001329481601717,1.2000269770622254,finetuned,1.0000000417232513,1.0000001192092896,0.9999998211860656,1.000000238418579,0,-4.1723251298364517e-08,-1.1920928955078125e-07,-1.6093254084914577e-07,lora,1.2000271379947662
model.layers.21.self_attn.k_proj.weight,0.7999647915363312,0.799961057305336,-0.9999739527702332,0.9999983310699464,2,21,k_proj,0.20003520846366885,0.20003894269466405,2.400074151158333,finetuned,1.000000047683716,1.00000002682209,0.9999998211860656,1.000000238418579,0,-4.7683716086766026e-08,-2.682209010451686e-08,-7.450580619128289e-08,lora,2.400074225664139
model.layers.21.self_attn.v_proj.weight,0.9988335371017456,0.9988263309001922,0.9917163848876952,0.999988317489624,0,21,v_proj,0.0011664628982543945,0.0011736690998077615,0.002340131998062156,finetuned,1.0000000536441802,1.0000001072883606,1.0,1.0000001192092896,0,-5.364418020903372e-08,-1.0728836064011205e-07,-1.6093254084914577e-07,lora,0.002340292930603005
model.layers.21.self_attn.o_proj.weight,0.9998326897621156,0.9998350888490676,0.9994543194770812,0.9999960660934448,0,21,o_proj,0.00016731023788441046,0.00016491115093242303,0.0003322213888168335,finetuned,1.0000000834465026,1.0000000536441802,0.9999998807907104,1.000000238418579,0,-8.344650259672903e-08,-5.364418020903372e-08,-1.3709068280576275e-07,lora,0.00033235847949963926
model.layers.21.mlp.gate_proj.weight,0.9999276846647264,0.999940350651741,0.9997548460960388,0.9999922513961792,0,21,gate_proj,7.231533527363165e-05,5.964934825897217e-05,0.00013196468353260382,finetuned,1.00000002682209,1.000000101327896,0.9999997615814208,1.0000003576278689,0,-2.682209010451686e-08,-1.0132789607375514e-07,-1.28149986178272e-07,lora,0.0001320928335187821
model.layers.21.mlp.up_proj.weight,-0.000293293595314,-0.0002919197082519,-0.9999730587005616,0.9999988079071044,10,21,up_proj,1.000293293595314,1.0002919197082518,12.000585213303566,finetuned,1.0000000953674315,1.000000113248825,0.9999998211860656,1.0000003576278689,0,-9.536743150739824e-08,-1.1324882498442435e-07,-2.0861625649182258e-07,lora,12.000585421919823
model.layers.21.mlp.down_proj.weight,0.7994754612445831,0.7994708806276322,-0.9998759031295776,0.9999927878379822,2,21,down_proj,0.20052453875541687,0.20052911937236784,2.401053658127785,finetuned,1.000000050663948,0.9999998569488524,0.9999999403953552,1.000000238418579,0,-5.066394792585527e-08,1.4305114759416426e-07,9.2387199668309e-08,lora,2.401053565740585
model.layers.22.self_attn.q_proj.weight,0.9999389290809632,0.9999400764703752,0.9996064901351928,0.9999991059303284,0,22,q_proj,6.107091903684303e-05,5.992352962480574e-05,0.00012099444866164877,finetuned,1.000000011920929,1.0000001281499862,0.9999998211860656,1.000000238418579,0,-1.1920928910669204e-08,-1.28149986178272e-07,-1.400709150889412e-07,lora,0.00012113451957673771
model.layers.22.self_attn.k_proj.weight,0.9999421060085296,0.9999360591173172,0.9997754693031312,0.9999990463256836,0,22,k_proj,5.789399147038132e-05,6.394088268280029e-05,0.00012183487415318162,finetuned,1.000000038743019,1.0000000804662703,0.9999998807907104,1.0000001192092896,0,-3.8743019015186064e-08,-8.046627031355058e-08,-1.1920928932873665e-07,lora,0.00012195408344251035
model.layers.22.self_attn.v_proj.weight,0.9996748894453048,0.9996723443269728,0.9966123700141908,0.9999983310699464,0,22,v_proj,0.000325110554695196,0.0003276556730271718,0.0006527662277223678,finetuned,1.0000000536441802,1.0000000774860385,0.9999998807907104,1.000000238418579,0,-5.364418020903372e-08,-7.748603847446134e-08,-1.3113021868349506e-07,lora,0.0006528973579410513
model.layers.22.self_attn.o_proj.weight,0.8997293531894683,0.8997296154499054,-0.9999717473983764,0.9999977350234984,1,22,o_proj,0.10027064681053166,0.10027038455009463,1.2005410313606264,finetuned,1.0000000655651091,1.0000001519918442,0.9999999403953552,1.000000238418579,0,-6.556510911970292e-08,-1.5199184422165501e-07,-2.1755695334135794e-07,lora,1.2005412489175797
model.layers.22.mlp.gate_proj.weight,0.99988751411438,0.999900683760643,0.9996967315673828,0.9999881386756896,0,22,gate_proj,0.00011248588561996176,9.931623935699463e-05,0.00021180212497695639,finetuned,1.000000101327896,1.0000000059604646,0.9999998211860656,1.0000003576278689,0,-1.0132789607375514e-07,-5.9604645663569045e-09,-1.0728836064011205e-07,lora,0.0002119094133375965
model.layers.22.mlp.up_proj.weight,0.8950092762708663,0.895023313164711,-0.9998098611831664,0.9999860525131226,1,22,up_proj,0.10499072372913365,0.10497668683528905,1.2099674105644227,finetuned,1.0000000774860385,0.999999901652336,0.9999998211860656,1.0000003576278689,0,-7.748603847446134e-08,9.83476640126213e-08,2.0861625538159956e-08,lora,1.2099673897027972
model.layers.22.mlp.down_proj.weight,0.1998667478561401,0.1998659700155258,-0.9999511241912842,0.999991238117218,8,22,down_proj,0.8001332521438599,0.8001340299844741,9.600267282128334,finetuned,1.0000000298023224,1.0,0.9999997615814208,1.000000238418579,0,-2.9802322387695312e-08,0.0,-2.9802322387695312e-08,lora,9.600267311930656
model.layers.23.self_attn.q_proj.weight,0.8999505817890168,0.899953743815422,-0.9999783039093018,0.9999971389770508,1,23,q_proj,0.10004941821098323,0.10004625618457796,1.2000956743955613,finetuned,1.0000000536441802,0.99999997317791,0.9999998807907104,1.0000003576278689,0,-5.364418020903372e-08,2.6822089993494558e-08,-2.6822090215539163e-08,lora,1.2000957012176516
model.layers.23.self_attn.k_proj.weight,0.9999667465686798,0.9999618023633956,0.9998704791069032,0.9999943971633912,0,23,k_proj,3.3253431320212634e-05,3.81976366043979e-05,7.145106792461053e-05,finetuned,1.000000038743019,0.9999999940395355,0.9999998807907104,1.000000238418579,0,-3.8743019015186064e-08,5.960464455334602e-09,-3.278255455985146e-08,lora,7.148385047917039e-05
model.layers.23.self_attn.v_proj.weight,0.9999165147542952,0.9999112755060195,0.9997473359107972,0.9999982714653016,0,23,v_proj,8.34852457047841e-05,8.872449398045212e-05,0.00017220973968523623,finetuned,0.9999999970197676,1.0000000774860385,0.9999998807907104,1.0000001192092896,0,2.9802323942007547e-09,-7.748603847446134e-08,-7.450580608026058e-08,lora,0.0001722842454913165
model.layers.23.self_attn.o_proj.weight,0.9999888241291046,0.9999890804290772,0.9999606013298036,0.9999983906745912,0,23,o_proj,1.1175870895385742e-05,1.0919570922807154e-05,2.2095441818192896e-05,finetuned,1.0000000417232513,1.0000000566244125,0.9999998211860656,1.0000003576278689,0,-4.1723251298364517e-08,-5.662441249221217e-08,-9.834766379057669e-08,lora,2.2193789481983472e-05
model.layers.23.mlp.gate_proj.weight,0.9998629361391068,0.9998760998249054,0.9996209144592284,0.9999889135360718,0,23,gate_proj,0.0001370638608931829,0.00012390017509456008,0.000260964035987743,finetuned,1.00000002682209,1.0000001281499862,0.9999998807907104,1.000000238418579,0,-2.682209010451686e-08,-1.28149986178272e-07,-1.5497207628278886e-07,lora,0.00026111900806402577
model.layers.23.mlp.up_proj.weight,0.998579940199852,0.9985929369926452,0.991798996925354,0.9999886751174928,0,23,up_proj,0.0014200598001480325,0.0014070630073548251,0.0028271228075028576,finetuned,1.000000038743019,1.000000035762787,0.9999998807907104,1.0000003576278689,0,-3.8743019015186064e-08,-3.576278695405222e-08,-7.450580596923828e-08,lora,0.002827197313308827
model.layers.23.mlp.down_proj.weight,0.9996147751808168,0.9996132642030716,0.9980087876319884,0.9999784231185912,0,23,down_proj,0.0003852248191832386,0.00038673579692838356,0.0007719606161116221,finetuned,1.000000038743019,1.000000175833702,0.9999997615814208,1.0000003576278689,0,-3.8743019015186064e-08,-1.7583370204299342e-07,-2.145767210581795e-07,lora,0.0007721751928326803
